user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.64	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000479315	GCF_000479315.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000479315	96.14	0.96	GCF_000479315.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000479315	96.14	0.96	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004166885.1, s__Streptococcus sp004166885, 95.0, 94.48, 0.97; GCF_000186465.1, s__Streptococcus australis, 95.0, 93.49, 0.96; GCF_001587175.1, s__Streptococcus sp001587175, 95.0, 92.74, 0.94; GCF_004785935.1, s__Streptococcus rubneri, 95.0, 89.92, 0.92; GCF_000314795.2, s__Streptococcus sp000314795, 95.0, 84.84, 0.66; GCF_001074805.1, s__Streptococcus parasanguinis_A, 95.0, 83.43, 0.67; GCF_000164675.2, s__Streptococcus parasanguinis, 95.0, 83.27, 0.66; GCF_001073155.1, s__Streptococcus parasanguinis_D, 95.0, 83.21, 0.63; GCF_000963275.1, s__Streptococcus parasanguinis_B, 95.0, 83.2, 0.7; GCF_000448565.1, s__Streptococcus sp000448565, 95.0, 82.98, 0.7; GCF_000180035.1, s__Streptococcus parasanguinis_C, 95.0, 82.91, 0.66; GCA_900543065.1, s__Streptococcus sp900543065, 95.0, 82.37, 0.56; GCF_001808705.1, s__Streptococcus sp001808705, 95.0, 81.43, 0.35; GCF_001075875.1, s__Streptococcus oralis_I, 95.0, 81.35, 0.34; GCF_001579645.1, s__Streptococcus infantis_E, 95.0, 81.2, 0.34; GCF_001072375.1, s__Streptococcus pseudopneumoniae_L, 95.0, 80.89, 0.31; GCF_000960085.1, s__Streptococcus infantis_C, 95.0, 80.66, 0.33; GCF_001814775.1, s__Streptococcus sp001814775, 95.0, 80.62, 0.36; GCF_001073085.1, s__Streptococcus pseudopneumoniae_M, 95.0, 80.61, 0.36; GCF_001553685.1, s__Streptococcus sp001553685, 95.0, 80.56, 0.36; GCF_001578805.1, s__Streptococcus sp001578805, 95.0, 80.1, 0.24; GCF_002096355.1, s__Streptococcus oralis_T, 95.0, 79.96, 0.3; GCA_900546335.1, s__Streptococcus sp900546335, 95.0, 79.91, 0.31; GCF_001810785.1, s__Streptococcus sp001810785, 95.0, 79.9, 0.3; GCF_900637025.1, s__Streptococcus oralis, 95.0, 79.88, 0.31; GCF_002096445.1, s__Streptococcus oralis_N, 95.0, 79.87, 0.31; GCF_002096435.1, s__Streptococcus oralis_AA, 95.0, 79.82, 0.31; GCF_002096595.1, s__Streptococcus oralis_D, 95.0, 79.81, 0.32; GCF_000148525.1, s__Streptococcus mitis_H, 95.0, 79.8, 0.32; GCF_001579525.1, s__Streptococcus oralis_M, 95.0, 79.78, 0.33; GCF_002386345.1, s__Streptococcus oralis_S, 95.0, 79.78, 0.32; GCF_003143695.2, s__Streptococcus halitosis, 95.0, 79.77, 0.31; GCF_000960035.1, s__Streptococcus oralis_G, 95.0, 79.77, 0.31; GCF_001579025.1, s__Streptococcus oralis_X, 95.0, 79.71, 0.33; GCA_000344275.1, s__Streptococcus oralis_E, 95.0, 79.71, 0.33; GCF_002860865.1, s__Streptococcus mitis_AT, 95.0, 79.68, 0.34; GCA_900550895.1, s__Streptococcus sp900550895, 95.0, 79.66, 0.22; GCF_003942965.1, s__Streptococcus mitis_BH, 95.0, 79.63, 0.32; GCA_001914195.1, s__Streptococcus mitis_F, 95.0, 79.63, 0.32; GCF_002356415.1, s__Streptococcus oralis_F, 95.0, 79.62, 0.32; GCF_001588645.1, s__Streptococcus oralis_AB, 95.0, 79.62, 0.3; GCF_002860905.1, s__Streptococcus oralis_BA, 95.0, 79.61, 0.32; GCF_001579035.1, s__Streptococcus mitis_J, 95.0, 79.61, 0.33; GCF_001983955.1, s__Streptococcus oralis_H, 95.0, 79.59, 0.33; GCF_000220045.1, s__Streptococcus mitis_AP, 95.0, 79.59, 0.33; GCF_001075675.1, s__Streptococcus oralis_V, 95.0, 79.58, 0.32; GCF_001579665.1, s__Streptococcus mitis_S, 95.0, 79.57, 0.31; GCA_900555155.1, s__Streptococcus sp900555155, 95.0, 79.55, 0.2; GCF_000722775.1, s__Streptococcus mitis_AV, 95.0, 79.54, 0.32; GCF_006175905.1, s__Streptococcus oralis_BG, 95.0, 79.53, 0.32; GCF_000148585.2, s__Streptococcus mitis, 95.0, 79.52, 0.34; GCF_000187745.1, s__Streptococcus sp000187745, 95.0, 79.52, 0.33; GCF_001113365.1, s__Streptococcus pneumoniae_C, 95.0, 79.51, 0.33; GCF_002096815.1, s__Streptococcus mitis_AD, 95.0, 79.5, 0.33; GCF_000253155.1, s__Streptococcus oralis_L, 95.0, 79.49, 0.32; GCF_000722705.1, s__Streptococcus mitis_P, 95.0, 79.48, 0.32; GCF_001281025.1, s__Streptococcus mitis_AK, 95.0, 79.48, 0.37; GCF_000959945.1, s__Streptococcus oralis_B, 95.0, 79.48, 0.32; GCF_001578935.1, s__Streptococcus oralis_R, 95.0, 79.48, 0.33; GCF_000831085.1, s__Streptococcus sp000831085, 95.0, 79.47, 0.33; GCF_000257845.1, s__Streptococcus oralis_W, 95.0, 79.46, 0.32; GCF_000220085.1, s__Streptococcus mitis_K, 95.0, 79.46, 0.31; GCF_005144795.1, s__Streptococcus mitis_BB, 95.0, 79.45, 0.34; GCF_000027165.1, s__Streptococcus mitis_AR, 95.0, 79.43, 0.3; GCF_000287715.1, s__Streptococcus oralis_Y, 95.0, 79.42, 0.34; GCF_003942765.1, s__Streptococcus mitis_BE, 95.0, 79.42, 0.33; GCF_000722815.1, s__Streptococcus mitis_AG, 95.0, 79.41, 0.32; GCF_001076775.1, s__Streptococcus pseudopneumoniae_G, 95.0, 79.41, 0.34; GCF_002093545.1, s__Streptococcus oralis_C, 95.0, 79.41, 0.35; GCF_002096845.1, s__Streptococcus mitis_A, 95.0, 79.4, 0.33; GCF_001070815.1, s__Streptococcus pseudopneumoniae_P, 95.0, 79.4, 0.34; GCF_000385835.1, s__Streptococcus mitis_AI, 95.0, 79.39, 0.31; GCF_001096185.1, s__Streptococcus pneumoniae_B, 95.0, 79.38, 0.34; GCF_003942795.1, s__Streptococcus mitis_BJ, 95.0, 79.38, 0.3; GCF_000257905.1, s__Streptococcus mitis_L, 95.0, 79.38, 0.34; GCF_003942675.1, s__Streptococcus oralis_BC, 95.0, 79.37, 0.33; GCF_001074635.1, s__Streptococcus mitis_E, 95.0, 79.37, 0.32; GCF_001074825.1, s__Streptococcus pseudopneumoniae_C, 95.03, 79.33, 0.29; GCF_001074975.1, s__Streptococcus pseudopneumoniae_D, 95.0, 79.32, 0.33; GCF_002096755.1, s__Streptococcus mitis_AC, 95.0, 79.31, 0.32; GCF_001070805.1, s__Streptococcus pseudopneumoniae_O, 95.0, 79.3, 0.32; GCF_003942865.1, s__Streptococcus mitis_BI, 95.0, 79.3, 0.34; GCF_002096835.1, s__Streptococcus mitis_W, 95.0, 79.29, 0.33; GCA_901542415.1, s__Streptococcus mitis_BL, 95.0, 79.29, 0.33; GCF_002096925.1, s__Streptococcus mitis_AF, 95.0, 79.27, 0.32; GCF_001070715.1, s__Streptococcus pseudopneumoniae_H, 95.0, 79.25, 0.32; GCF_002096895.1, s__Streptococcus mitis_AH, 95.0, 79.25, 0.33; GCF_000722695.1, s__Streptococcus mitis_O, 95.0, 79.23, 0.33; GCF_002005545.1, s__Streptococcus mitis_I, 95.0, 79.23, 0.33; GCF_001171885.1, s__Streptococcus pneumoniae_A, 95.0, 79.22, 0.31; GCF_003943935.1, s__Streptococcus mitis_BK, 95.0, 79.17, 0.33; GCF_000259505.1, s__Streptococcus sp000259505, 95.0, 79.15, 0.32; GCF_000148545.1, s__Streptococcus mitis_C, 95.0, 79.13, 0.32; GCF_001579045.1, s__Streptococcus mitis_D, 95.0, 79.13, 0.32; GCF_001650315.1, s__Streptococcus sp001650315, 95.0, 79.13, 0.34; GCF_000722685.1, s__Streptococcus mitis_M, 95.0, 79.11, 0.34; GCF_005844455.1, s__Streptococcus mitis_BF, 95.0, 79.1, 0.31; GCF_003627155.1, s__Streptococcus sp003627155, 95.0, 79.09, 0.32; GCF_001560895.1, s__Streptococcus mitis_Q, 95.0, 78.94, 0.37	54.66	11	N/A	N/A
bin.65	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	GCF_003477605.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	98.57	0.91	GCF_003477605.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	98.57	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002435545.1, s__Eubacterium_F sp002435545, 95.0, 78.31, 0.16; GCA_002431395.1, s__Eubacterium_F sp002431395, 95.0, 77.99, 0.18; GCA_000433735.1, s__Eubacterium_F sp000433735, 95.0, 77.97, 0.21; GCA_900539115.1, s__Eubacterium_F sp900539115, 95.0, 77.88, 0.2; GCA_000434115.1, s__Eubacterium_F sp000434115, 95.0, 77.86, 0.2; GCA_900319095.1, s__Eubacterium_F sp900319095, 95.0, 77.53, 0.15; GCA_002362575.1, s__Eubacterium_F sp002362575, 95.0, 77.4, 0.19; GCA_002490465.1, s__Eubacterium_F sp002490465, 95.0, 77.09, 0.15; GCF_000518685.1, s__Eubacterium_F xylanophilum, 95.0, 76.88, 0.06; GCA_900318295.1, s__Eubacterium_F sp900318295, 95.0, 76.05, 0.04; GCF_000687695.1, s__Eubacterium_F sp000687695, 95.0, 75.71, 0.03; GCA_003453515.1, s__Eubacterium_F sp003453515, 95.0, 75.7, 0.01	92.76	11	N/A	N/A
bin.66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__D5;s__D5 sp900113995	GCF_900113995.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__D5;s__D5 sp900113995	99.35	0.96	GCF_900113995.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__D5;s__D5 sp900113995	99.35	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	79.38	11	N/A	N/A
bin.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris	GCF_000155205.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris	99.07	0.96	GCF_000155205.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris	99.07	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001312505.1, s__Mediterraneibacter faecis, 95.0, 79.92, 0.4; GCA_002314255.1, s__Mediterraneibacter sp002314255, 95.0, 78.01, 0.22; GCF_002159505.1, s__Mediterraneibacter sp002159505, 95.0, 77.99, 0.2; GCF_000153925.1, s__Mediterraneibacter torques, 95.0, 77.84, 0.21; GCF_002160525.1, s__Mediterraneibacter sp002160525, 95.0, 77.55, 0.25; GCF_002161355.1, s__Mediterraneibacter sp002161355, 95.0, 77.47, 0.2; GCF_900120155.1, s__Mediterraneibacter sp900120155, 95.0, 77.44, 0.21; GCA_900555215.1, s__Mediterraneibacter sp900555215, 95.0, 77.28, 0.2; GCA_900553885.1, s__Mediterraneibacter sp900553885, 95.0, 77.28, 0.21; GCF_001487105.1, s__Mediterraneibacter massiliensis, 95.0, 77.22, 0.19; GCA_900541505.1, s__Mediterraneibacter sp900541505, 95.0, 76.95, 0.14	74.11	11	N/A	N/A
bin.68	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp002102975	GCF_900552525.1	95.0	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp002102975	98.67	0.88	GCF_900552525.1	95.0	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp002102975	98.67	0.88	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900549855.1, s__CAG-196 sp900549855, 95.0, 78.89, 0.43; GCA_900553895.1, s__CAG-196 sp900553895, 95.0, 78.26, 0.38; GCA_900321205.1, s__CAG-196 sp900321205, 95.0, 77.91, 0.28; GCA_002309875.1, s__CAG-196 sp002309875, 95.0, 76.88, 0.26	57.46	11	N/A	Genome has more than 40.0% of markers with multiple hits
bin.69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	GCF_003011855.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	95.49	0.95	GCF_003011855.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	95.49	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004123145.1, s__Ruminococcus_A sp000437095, 95.0, 90.88, 0.92; GCA_000432335.1, s__Ruminococcus_A sp000432335, 95.0, 78.79, 0.21; GCA_002361775.1, s__Ruminococcus_A sp002361775, 95.0, 78.29, 0.23; GCA_004556655.1, s__Ruminococcus_A sp004556655, 95.0, 78.16, 0.23; GCA_004562915.1, s__Ruminococcus_A sp004562915, 95.0, 77.86, 0.23	11.33	11	N/A	N/A
bin.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066135;s__GCA-900066135 sp900543575	GCA_900543575.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066135;s__GCA-900066135 sp900543575	98.55	0.9	GCA_900543575.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066135;s__GCA-900066135 sp900543575	98.55	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066135;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003463065.1, s__GCA-900066135 sp900066135, 95.0, 85.93, 0.81	46.83	11	N/A	N/A
bin.70	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae	GCF_000271405.2	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae	99.29	0.82	GCF_000271405.2	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae	99.29	0.82	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000407205.1, s__Enterococcus_B villorum, 95.0, 80.84, 0.56; GCF_001886195.1, s__Enterococcus_B ratti, 95.0, 80.33, 0.42; GCF_001544215.1, s__Enterococcus_B durans, 95.0, 80.02, 0.5; GCF_002813755.1, s__Enterococcus_B mundtii, 96.45, 78.42, 0.36; GCF_001544255.1, s__Enterococcus_B faecium, 95.0, 78.38, 0.35; GCF_005158285.1, s__Enterococcus_B pernyi, 96.45, 78.37, 0.35; GCF_003269465.1, s__Enterococcus_B faecium_B, 95.0, 78.35, 0.37; GCF_002140175.1, s__Enterococcus_B sp002140175, 95.0, 78.27, 0.31; GCF_003957375.1, s__Enterococcus_B mundtii_C, 96.39, 78.1, 0.31; GCF_002947535.1, s__Enterococcus_B mundtii_B, 95.0, 78.07, 0.33; GCF_001886265.1, s__Enterococcus_B thailandicus, 95.0, 77.97, 0.24; GCF_000415185.1, s__Enterococcus_B faecalis_A, 95.0, 77.13, 0.22; GCF_000407505.1, s__Enterococcus_B phoeniculicola, 95.0, 77.12, 0.12	18.57	11	N/A	N/A
bin.71	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp000752095	GCF_000752095.2	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp000752095	97.6	0.97	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_000752095.2, s__Erysipelatoclostridium sp000752095, 95.0, 97.6, 0.97; GCA_900544435.1, s__Erysipelatoclostridium sp900544435, 95.0, 93.33, 0.76; GCF_003024675.1, s__Erysipelatoclostridium sp003024675, 95.0, 89.94, 0.88; GCF_003480255.1, s__Erysipelatoclostridium sp003480255, 95.0, 81.16, 0.59; GCF_002160495.1, s__Erysipelatoclostridium sp002160495, 95.0, 79.04, 0.4; GCF_000154485.1, s__Erysipelatoclostridium ramosum, 95.0, 78.72, 0.33; GCF_000508865.1, s__Erysipelatoclostridium sp000508865, 95.0, 78.64, 0.37; GCF_000154805.1, s__Erysipelatoclostridium spiroforme, 95.0, 78.49, 0.34; GCF_000686665.1, s__Erysipelatoclostridium saccharogumia, 95.0, 78.36, 0.36; GCF_900102365.1, s__Erysipelatoclostridium cocleatum, 95.0, 77.96, 0.33	16.92	11	N/A	N/A
bin.73	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	GCF_000786575.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	99.11	0.94	GCF_000786575.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	99.11	0.94	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.63	11	N/A	N/A
bin.74	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium bifermentans	GCF_006802875.1	96.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium bifermentans	97.11	0.88	GCF_000452245.2	96.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium bifermentans_A	95.95	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_001006285.1, s__Paraclostridium benzoelyticum, 95.47, 94.37, 0.73	31.25	11	N/A	N/A
bin.75	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900547405	GCA_900547405.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900547405	96.69	0.85	GCA_900547405.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900547405	96.69	0.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900556935.1, s__CAG-110 sp900556935, 95.0, 80.51, 0.47; GCA_900540635.1, s__CAG-110 sp900540635, 95.0, 80.5, 0.53; GCA_004555705.1, s__CAG-110 sp004555705, 95.0, 78.5, 0.31; GCA_000434635.1, s__CAG-110 sp000434635, 95.0, 78.23, 0.27; GCA_900553805.1, s__CAG-110 sp900553805, 95.0, 78.22, 0.24; GCA_002437585.1, s__CAG-110 sp002437585, 95.0, 78.06, 0.31; GCA_900544945.1, s__CAG-110 sp900544945, 95.0, 78.05, 0.31; GCA_004562395.1, s__CAG-110 sp004562395, 95.0, 78.02, 0.23; GCA_900544405.1, s__CAG-110 sp900544405, 95.0, 77.96, 0.23; GCA_900549495.1, s__CAG-110 sp900549495, 95.0, 77.93, 0.23; GCA_002362145.1, s__CAG-110 sp002362145, 95.0, 77.87, 0.19; GCA_002436765.1, s__CAG-110 sp002436765, 95.0, 77.79, 0.26; GCA_002362625.1, s__CAG-110 sp002362625, 95.0, 77.77, 0.17; GCA_900546075.1, s__CAG-110 sp900546075, 95.0, 77.67, 0.28; GCA_002493965.1, s__CAG-110 sp002493965, 95.0, 77.67, 0.23; GCA_900549705.1, s__CAG-110 sp900549705, 95.0, 77.5, 0.22; GCA_900554625.1, s__CAG-110 sp900554625, 95.0, 77.01, 0.13; GCA_900545515.1, s__CAG-110 sp000435995, 95.0, 76.6, 0.11; GCA_900544975.1, s__CAG-110 sp900544975, 95.0, 76.54, 0.11; GCA_002372735.1, s__CAG-110 sp002372735, 95.0, 76.39, 0.07; GCA_900315595.1, s__CAG-110 sp900315595, 95.0, 76.18, 0.05; GCA_900546915.1, s__CAG-110 sp900546915, 95.0, 76.17, 0.07; GCA_003525905.1, s__CAG-110 sp003525905, 95.0, 76.12, 0.05; GCA_900544705.1, s__CAG-110 sp900544705, 95.0, 76.1, 0.06; GCA_900316335.1, s__CAG-110 sp900316335, 95.0, 76.1, 0.07; GCA_900554705.1, s__CAG-110 sp900554705, 95.0, 75.98, 0.04; GCA_004556205.1, s__CAG-110 sp004556205, 95.0, 75.82, 0.02; GCA_900548795.1, s__CAG-110 sp900548795, 95.0, 75.79, 0.05; GCA_900546415.1, s__CAG-110 sp900546415, 95.0, 75.56, 0.04; GCA_900551495.1, s__CAG-110 sp900551495, 95.0, 75.32, 0.03	40.73	11	N/A	N/A
bin.76	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A	GCF_001553335.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A	95.63	0.92	GCF_001553335.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A	95.63	0.92	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000024945.1, s__Veillonella parvula, 95.0, 95.45, 0.91; GCA_900556785.1, s__Veillonella sp900556785, 95.0, 88.04, 0.66; GCA_900552445.1, s__Veillonella sp900552445, 95.0, 87.7, 0.53; GCF_002959775.1, s__Veillonella rogosae, 95.0, 87.67, 0.87; GCA_900549845.1, s__Veillonella sp900549845, 95.0, 87.62, 0.61; GCA_900545205.1, s__Veillonella sp900545205, 95.0, 87.53, 0.73; GCF_003463825.1, s__Veillonella sp003463825, 95.0, 87.49, 0.78; GCF_001553315.1, s__Veillonella dispar_A, 95.0, 87.48, 0.84; GCF_002959895.1, s__Veillonella infantium, 95.0, 87.47, 0.85; GCA_900538355.1, s__Veillonella sp900538355, 95.0, 87.47, 0.86; GCF_900637515.1, s__Veillonella dispar, 95.0, 87.47, 0.86; GCA_900550175.1, s__Veillonella sp900550175, 95.0, 87.36, 0.62; GCF_002959755.1, s__Veillonella sp002959755, 95.0, 87.23, 0.86; GCA_900552715.1, s__Veillonella sp900552715, 95.0, 87.14, 0.72; GCF_002959915.1, s__Veillonella atypica, 95.0, 83.67, 0.62; GCF_001078375.1, s__Veillonella tobetsuensis, 95.0, 82.85, 0.61; GCF_002959855.1, s__Veillonella denticariosi, 95.32, 81.05, 0.62; GCF_900187285.1, s__Veillonella rodentium, 95.32, 80.91, 0.61; GCF_003992125.1, s__Veillonella caviae, 95.0, 79.85, 0.48; GCA_900549805.1, s__Veillonella sp900549805, 95.0, 77.53, 0.09; GCF_000426745.1, s__Veillonella montpellierensis, 95.0, 77.28, 0.12; GCA_900550455.1, s__Veillonella sp900550455, 95.0, 77.25, 0.11	57.34	11	N/A	N/A
